region,er_web,er_web_rescaled,sa_web,sa_web_rescaled,score_v1_web,sm_web,sm_web_rescaled,sp_web,sp_web_rescaled,ve_web,ve_web_rescaled,vg_web,vg_web_rescaled
1,NA,NA,121903.90221356049,22.048632417130566,30.76016353609384,NA,NA,1789.4350955890327,28.306324329453442,NA,NA,NA,NA
2,NA,NA,176172.84181820994,32.154721582441404,38.91768353140885,NA,NA,2466.3310876284336,39.41543352918205,NA,NA,NA,NA
3,NA,NA,41619.18314464288,7.057712992093105,15.279671034599883,NA,NA,693.5616891396915,10.385363191993449,NA,NA,NA,NA
