block_id_v1,er_web,er_web_rescaled,sa_web,sa_web_rescaled,score_v1_web,sm_web,sm_web_rescaled,sp_web,sp_web_rescaled,ve_web,ve_web_rescaled,vg_web,vg_web_rescaled
2427,13001,56.666666666666664,156589,28.333333333333332,46,NA,NA,2777.1666666666665,44.666666666666664,NA,NA,1104.1017049153645,14
2428,12892,56,138041.33333333334,25,43,NA,NA,2484.6666666666665,40,NA,NA,1115.558858235677,15
2429,13001,56.666666666666664,156589.11111111112,28.333333333333332,46,NA,NA,2777.5555555555557,44.666666666666664,NA,NA,1108.2132432725693,14.222222222222221
2430,12999,56.666666666666664,156588.33333333334,28.333333333333332,46,NA,NA,2778.5,44.666666666666664,NA,NA,1112.406473795573,14.666666666666666
2431,6376,27,66298.66666666667,12,21,NA,NA,977,15,NA,NA,901.929453531901,11
2432,6376,27,66299.33333333333,12,21,NA,NA,976.6666666666666,15,NA,NA,898.5378689236111,11
2433,6376,27,66304.25,12,21,NA,NA,977,15,NA,NA,902.4302215576172,11
2434,6376,27,66304.16666666667,12,21,NA,NA,976.6666666666666,15,NA,NA,899.179433186849,11
2435,6376,27,66310,12,21,NA,NA,977,15,NA,NA,902.9427490234375,11
2436,6376,27,66308.11111111111,12,21,NA,NA,977,15,NA,NA,899.8360120985243,11
2437,6360.5,27,66286,12,21,NA,NA,977.25,15,NA,NA,903.4548492431641,11
2438,6360.5,27,66281.83333333333,12,21,NA,NA,976.8333333333334,15,NA,NA,900.4920247395834,11
2439,6368.040816326531,27,66259.04081632652,12,21,NA,NA,975.6224489795918,15,NA,NA,891.0251028878348,11
2440,6360.608695652174,27,66238.65217391304,12,21,NA,NA,976.9673913043479,15,NA,NA,868.1232505466627,10.369565217391305
2441,6352.14,27,66216.98,12,20.45,NA,NA,977.67,15,NA,NA,836.9148992919922,10
2442,6343.95,27,66211.92,12,20,NA,NA,978.01,15,NA,NA,804.4628344726563,9.3
2443,6336.166666666667,27,66212.84523809524,12,20,NA,NA,978.8928571428571,15,NA,NA,771.1576225644067,8.976190476190476
2444,6333,27,66209.66666666667,12,20,NA,NA,979,15,NA,NA,750.48876953125,8.333333333333334
2445,6333,27,66209,12,20,NA,NA,979,15,NA,NA,741.3393249511719,8
2446,6288.666666666667,27,66193.66666666667,12,20,NA,NA,980.3333333333334,15,NA,NA,732.2440999348959,8
2447,6224,27,66128,12,20,NA,NA,980,15,NA,NA,723.2616882324219,8
2448,6333,27,66209,12,20,NA,NA,979,15,NA,NA,748.7337239583334,8.166666666666666
2449,6333,27,66208.75,12,20,NA,NA,979,15,NA,NA,739.2144622802734,8
2450,6288.666666666667,27,66192.83333333333,12,20,NA,NA,980.3333333333334,15,NA,NA,729.7516377766927,8
2451,6224,27,66130,12,20,NA,NA,980,15,NA,NA,719.6339619954427,8
2452,6333,27,66209.33333333333,12,20,NA,NA,979,15,NA,NA,746.4448988172743,8
2453,6333,27,66209.66666666667,12,20,NA,NA,979,15,NA,NA,736.4433390299479,8
2454,6288.666666666667,27,66195.22222222222,12,20,NA,NA,980.3333333333334,15,NA,NA,726.5010782877604,8
2455,6329.833333333333,27,66215.66666666667,12,20,NA,NA,979.5,15,NA,NA,744.157958984375,8
2456,6333,27,66210,12,20,NA,NA,979,15,NA,NA,733.6745300292969,8
2457,10666.666666666666,46.333333333333336,154475.33333333334,28.333333333333332,39.333333333333336,NA,NA,2327,37,NA,NA,906.7874857584635,11
2458,6360,27,66282,12,21,NA,NA,977,15,NA,NA,903.8484954833984,11
2459,6360,27,66278,12,21,NA,NA,976.6666666666666,15,NA,NA,900.9962972005209,11
2460,10666.666666666666,46.333333333333336,154474.77777777778,28.333333333333332,39.333333333333336,NA,NA,2326.1111111111113,37,NA,NA,907.1552666558159,11
2461,6360,27,66279.5,12,21,NA,NA,977,15,NA,NA,904.3662109375,11
2462,6360,27,66271.77777777778,12,21,NA,NA,976.8888888888889,15,NA,NA,901.6595391167534,11
2463,10666.666666666666,46.333333333333336,154477.5,28.333333333333332,39.333333333333336,NA,NA,2325,37,NA,NA,907.5149434407552,11
2464,6360,27,66281.5,12,21,NA,NA,976.75,15,NA,NA,904.8724822998047,11
2465,6360,27,66261.5,12,21,NA,NA,976.6666666666666,15,NA,NA,902.308115641276,11
2466,10662.111111111111,46.333333333333336,154477.44444444444,28.333333333333332,39.333333333333336,NA,NA,2325.3333333333335,37,NA,NA,907.8726806640625,11
2467,6355.333333333333,27,66280.33333333333,12,21,NA,NA,976.5,15,NA,NA,905.3760986328125,11
2468,6355.333333333333,27,66261.88888888889,12,21,NA,NA,976.6666666666666,15,NA,NA,902.9532538519966,11
2469,6355.155555555555,27,66226.77777777778,12,21,NA,NA,976.0777777777778,15,NA,NA,895.6767198350694,11
2470,6349.3,27,66221.93,12,21,NA,NA,977.38,15,NA,NA,873.285419921875,10.54
2471,6342.86,27,66213.7,12,20.42,NA,NA,977.86,15,NA,NA,838.793687133789,10
2472,6336.53,27,66212.32,12,20,NA,NA,977.84,15,NA,NA,804.2869909667969,9.3
2473,6333,27,66207.83333333333,12,20,NA,NA,978.1666666666666,15,NA,NA,783.129638671875,9
2474,6333,27,66207.5,12,20,NA,NA,978,15,NA,NA,774.7110188802084,9
2475,6278,27,66190.22222222222,12,20,NA,NA,979.6666666666666,15,NA,NA,763.622056749132,9
2476,6219,27,66124.33333333333,12,20,NA,NA,979.5,15,NA,NA,752.7073465983073,8.5
2477,6333,27,66208.25,12,20,NA,NA,978,15,NA,NA,782.6583709716797,9
2478,6333,27,66208.75,12,20,NA,NA,978,15,NA,NA,773.8736572265625,9
2479,6278,27,66191.16666666667,12,20,NA,NA,979.3333333333334,15,NA,NA,762.301035563151,9
2480,6219,27,66124,12,20,NA,NA,979,15,NA,NA,750.9102325439453,8.5
2481,6333,27,66209.16666666667,12,20,NA,NA,978,15,NA,NA,782.1851298014323,9
2482,6333,27,66209.66666666667,12,20,NA,NA,978,15,NA,NA,773.03277587890625,9
2483,6278,27,66191.77777777778,12,20,NA,NA,979.3333333333334,15,NA,NA,760.9744330512153,9
2484,6326.5,27,66227,12,20,NA,NA,979.5,15,NA,NA,781.71881103515625,9
2485,6326.5,27,66227.25,12,20,NA,NA,979.5,15,NA,NA,772.2042388916016,9
2486,6233,27,66161,12,20,NA,NA,980.3333333333334,15,NA,NA,741.9198269314236,8
2487,10658.666666666666,46.333333333333336,154474.16666666666,28.333333333333332,39.333333333333336,NA,NA,2325.5,37,NA,NA,907.65948486328125,11
2488,6352,27,66277.75,12,21,NA,NA,976.5,15,NA,NA,905.166748046875,11
2489,6352,27,66245,12,21,NA,NA,976.3333333333334,15,NA,NA,902.7476603190104,11
2490,15658,69,197470.33333333334,36,52,NA,NA,2946,47,NA,NA,908.8275655110677,11
2491,10658.666666666666,46.333333333333336,154471.77777777778,28.333333333333332,39.333333333333336,NA,NA,2325.777777777778,37,NA,NA,906.0472479926216,11
2492,6352,27,66276.5,12,21,NA,NA,976.1666666666666,15,NA,NA,903.2072041829427,11
2493,6352,27,66230.55555555556,12,21,NA,NA,976,15,NA,NA,900.4510498046875,11
2494,15658,69,197470.25,36,52,NA,NA,2946.25,47,NA,NA,907.56610107421875,11
2495,10658.666666666666,46.333333333333336,154471.66666666666,28.333333333333332,39.333333333333336,NA,NA,2326.1666666666665,37,NA,NA,904.4485066731771,11
2496,6352,27,66250.75,12,21,NA,NA,975.5,15,NA,NA,901.2639007568359,11
2497,6352,27,66229.66666666667,12,21,NA,NA,976,15,NA,NA,898.1734110514323,11
2498,15655,69,197464.75,36,52,NA,NA,2946.25,47,NA,NA,906.5089569091797,11
2499,10654.5,46.333333333333336,154464.66666666666,28.333333333333332,39.333333333333336,NA,NA,2327.1666666666665,37,NA,NA,903.1086730957031,11
2500,6349.5,27,66237,12,21,NA,NA,976.25,15,NA,NA,899.6353607177734,11
2501,6349.5,27,66226,12,21,NA,NA,976.1666666666666,15,NA,NA,896.2646891276041,11
2502,6347.105882352941,27,66233.4,12,21,NA,NA,976.1058823529412,15,NA,NA,892.0388499540442,11
2503,6341.64,27,66236.63,12,20.95,NA,NA,976.45,15,NA,NA,865.7644763183594,10.36
2504,6330.93,27,66224.84,12,20.11,NA,NA,977.4,15,NA,NA,825.1979113769531,9.79
2505,6332,27,66215,12,20,NA,NA,977,15,NA,NA,815.71148681640625,9.75
2506,6320.333333333333,27,66225.83333333333,12,20,NA,NA,978.6666666666666,15,NA,NA,806.5829264322916,9
2507,6225,27,66154.5,12,20,NA,NA,979.5,15,NA,NA,797.5858154296875,9
2508,6219,27,66126.16666666667,12,20,NA,NA,979,15,NA,NA,788.448964436849,9
2509,6332,27,66217,12,20,NA,NA,977,15,NA,NA,806.4333902994791,9
2510,6314.333333333333,27,66226.88888888889,12,20,NA,NA,978.6666666666666,15,NA,NA,796.6438259548611,9
2511,6219,27,66129,12,20,NA,NA,979,15,NA,NA,786.9952290852865,9
2512,6219,27,66129.11111111111,12,20,NA,NA,979,15,NA,NA,777.1967705620659,9
2513,6332,27,66219.75,12,20,NA,NA,977.5,15,NA,NA,797.2360687255859,9
2514,6314.333333333333,27,66228.66666666667,12,20,NA,NA,979,15,NA,NA,786.791493733724,9
2515,6219,27,66130.75,12,20,NA,NA,979,15,NA,NA,776.4973297119141,9
2516,6219,27,66131.6,12,20,NA,NA,979,15,NA,NA,767.29140625,9
2517,6306.666666666667,27,66229.33333333333,12,20,NA,NA,978,15,NA,NA,787.7459309895834,9
2518,6292.666666666667,27,66235.66666666667,12,20,NA,NA,979.6666666666666,15,NA,NA,776.6254814995659,9
2519,6218.666666666667,27,66131.5,12,20,NA,NA,979,15,NA,NA,765.6651916503906,9
2520,6219,27,66127,12,20,NA,NA,979,15,NA,NA,778.0467529296875,9
2521,6219,27,66127,12,20,NA,NA,979,15,NA,NA,768.337646484375,9
2522,6219,27,66128.33333333333,12,20,NA,NA,979,15,NA,NA,766.34344482421875,9
2523,15644,69,197455.66666666666,36,52,NA,NA,2950,47,NA,NA,906.1983947753906,11
2524,15778.5,69.5,212179.5,39,55,NA,NA,3302,53,NA,NA,905.1944732666016,11
2525,9492.79,41.17,120146.66,21.93,32.93,NA,NA,1807.47,28.53,NA,NA,896.6700646972656,11
2526,6322.593023255814,26.8953488372093,66292.95348837209,12,21,NA,NA,981.0697674418604,15.104651162790697,NA,NA,880.4957559275073,10.918604651162791
2527,6315.288888888889,26.88888888888889,66304.9,12,20.522222222222222,NA,NA,981.7444444444444,15.11111111111111,NA,NA,846.3859876844618,10.033333333333333
2528,6250.5888888888885,26.88888888888889,66261.61111111111,12,20,NA,NA,982.4333333333333,15.11111111111111,NA,NA,795.7566419813368,9.177777777777777
2529,6219,27,66138.25,12,20,NA,NA,978,15,NA,NA,778.3788757324219,9
2530,6217.333333333333,27,66138.33333333333,12,20,NA,NA,979,15,NA,NA,766.5913391113281,9
2531,6219,27,66141.83333333333,12,20,NA,NA,978.1666666666666,15,NA,NA,769.1361083984375,9
2532,16862,74,241932.66666666666,44,60,NA,NA,3542,57,NA,NA,905.2194485134548,11
2533,16862,74,241939.83333333334,44,60,NA,NA,3542,57,NA,NA,904.2669576009115,11
2534,16862,74,241942.83333333334,44,60,NA,NA,3542,57,NA,NA,903.5282897949219,11
2535,16860.333333333332,74,241946.83333333334,44,60,NA,NA,3542,57,NA,NA,908.7502237955729,11
2536,16860.333333333332,74,241940.33333333334,44,60,NA,NA,3542,57,NA,NA,902.5888400607639,11
2537,9475.23,40.99,133943.62,24.2,34.4,NA,NA,1979.77,31.3,NA,NA,889.3457611083984,11
2538,5684.822222222222,24,61960.21111111111,11,19,NA,NA,923,14,NA,NA,868.0476148817274,10.322222222222223
2539,5615.24,24,61923.89,11,19,NA,NA,924.65,14,NA,NA,827.0181640625,9.75
2540,5591.666666666667,24,61904.333333333336,11,19,NA,NA,924.6666666666666,14,NA,NA,800.1497599283854,9
2541,5585.777777777777,24,61903.22222222222,11,19,NA,NA,924.6666666666666,14,NA,NA,785.7291191948784,9
2542,5567,24,61867.833333333336,11,18.166666666666668,NA,NA,924,14,NA,NA,771.3605651855469,9
2543,5570,24,61861.25,11,19,NA,NA,924,14,NA,NA,793.3740386962891,9
2544,5568.666666666667,24,61859.833333333336,11,18.666666666666668,NA,NA,924,14,NA,NA,778.2736612955729,9
2545,5570,24,61860,11,19,NA,NA,924,14,NA,NA,786.7431844075521,9
2546,5974,25,55597.666666666664,10,18,NA,NA,786.7777777777778,12,NA,NA,827.5516832139757,10
2547,5972.5,25,55594.5,10,18,NA,NA,787,12,NA,NA,825.6993713378906,10
2548,5969,25,55590.444444444445,10,18,NA,NA,788.1111111111111,12,NA,NA,822.4013332790798,10
2549,5967.666666666667,25,55591.5,10,18,NA,NA,788.8333333333334,12,NA,NA,819.0914001464844,10
2550,5967.333333333333,25,55591.88888888889,10,18,NA,NA,789,12,NA,NA,815.7617119683159,10
2551,5966.666666666667,25,55592.333333333336,10,18,NA,NA,789,12,NA,NA,812.3552551269531,9.5
2552,5965.333333333333,25,55593.11111111111,10,18,NA,NA,789,12,NA,NA,809.0682169596354,9
2553,5965.333333333333,25,55593.166666666664,10,18,NA,NA,788.5,12,NA,NA,805.7579142252604,9
2554,5965.333333333333,25,55592.5,10,18,NA,NA,788,12,NA,NA,803.0233866373698,9
2555,5962.555555555556,25,55589.77777777778,10,18,NA,NA,788.7777777777778,12,NA,NA,799.7252604166666,9
2556,5957,25,55586,10,18,NA,NA,789.6666666666666,12,NA,NA,796.3841959635416,9
2557,5955.222222222223,25,55586.555555555555,10,18,NA,NA,790.7777777777778,12,NA,NA,793.0271335177952,9
2558,5954.333333333333,25,55586,10,18,NA,NA,791,12,NA,NA,789.7198994954427,9
2559,5952.333333333333,25,55583.88888888889,10,18,NA,NA,791,12,NA,NA,786.3687472873264,9
2560,5946,25,55576.666666666664,10,18,NA,NA,791,12,NA,NA,782.9702962239584,9
2561,8020,35,92433.77777777778,17,35,NA,NA,1900,30,NA,NA,1940.9772542317708,28.444444444444443
2562,8020,35,92432.16666666667,17,35,NA,NA,1900,30,NA,NA,1888.1339925130208,27.666666666666668
2563,8020,35,92432.66666666667,17,35,NA,NA,1900,30,NA,NA,1920.0371907552083,28.166666666666668
2564,8020,35,92431,17,35,NA,NA,1900,30,NA,NA,1867.5621643066406,27
2565,8020,35,92430.66666666667,17,35,NA,NA,1900,30,NA,NA,1899.8197157118057,27.77777777777778
2566,8020,35,92428.5,17,35,NA,NA,1900,30,NA,NA,1847.7003173828125,27
2567,8020,35,92428.16666666667,17,35,NA,NA,1900,30,NA,NA,1879.4707438151042,27.333333333333332
2568,8020,35,92427.25,17,34.75,NA,NA,1900,30,NA,NA,1827.7091979980469,26.5
2569,8152,35.333333333333336,101371.44444444444,18.333333333333332,37.22222222222222,NA,NA,2031.6666666666667,32.333333333333336,NA,NA,2023.2252332899307,29.77777777777778
2570,8255,36,105588,19,38,NA,NA,2071,33,NA,NA,2053.1671447753906,30.25
2571,8152,35.333333333333336,101372.16666666667,18.333333333333332,37,NA,NA,2031.6666666666667,32.333333333333336,NA,NA,2001.6535237630208,29.5
2572,8255,36,105586.16666666667,19,38,NA,NA,2071,33,NA,NA,2031.2121175130208,30
2573,8152,35.333333333333336,101370.88888888889,18.333333333333332,36.888888888888886,NA,NA,2031.3333333333333,32.333333333333336,NA,NA,1980.061252170139,29.11111111111111
2574,8255,36,105583.5,19,37.75,NA,NA,2071,33,NA,NA,2008.8042297363281,29.75
2575,8152,35.333333333333336,101369.83333333333,18.333333333333332,36.333333333333336,NA,NA,2031.3333333333333,32.333333333333336,NA,NA,1958.0237630208333,28.666666666666668
2576,8020.0873786407765,35,92427.54368932039,17,34.699029126213595,NA,NA,1900.9126213592233,30,NA,NA,1857.4167622686589,27.058252427184467
2577,8226.309090909092,35.8,104318.34545454546,18.8,37.19090909090909,NA,NA,2060.3454545454547,32.8,NA,NA,1977.4789883700284,29.081818181818182
2578,8020.093457943925,35,92425.07476635514,17,34.36448598130841,NA,NA,1901.4485981308412,30,NA,NA,1787.2261905848422,25.878504672897197
2579,8031.68,35,92762.36,17,34.15,NA,NA,1916.72,30.3,NA,NA,1729.0719506835937,24.9
2580,10443.733944954129,44.981651376146786,144344.6146788991,26.08256880733945,43.95412844036697,NA,NA,2433.0825688073396,39.174311926605505,NA,NA,1834.4455420817803,26.642201834862384
2581,8513,37,92777,17,35,NA,NA,1912,30,NA,NA,1760.3816833496094,25.5
2582,8513,37,92776.66666666667,17,35,NA,NA,1912,30,NA,NA,1720.740946451823,24.833333333333332
2583,8513,37,92774.75,17,34.75,NA,NA,1911.25,30,NA,NA,1680.19140625,24
2584,8514.285714285714,37,92772.85714285714,17,34,NA,NA,1910,30,NA,NA,1637.7286725725446,23.285714285714285
2585,8513,37,92777,17,35,NA,NA,1912,30,NA,NA,1744.7366536458333,25
2586,8513,37,92776.44444444444,17,35,NA,NA,1912,30,NA,NA,1706.3433837890625,24.555555555555557
2587,8513,37,92774.66666666667,17,34.333333333333336,NA,NA,1912,30,NA,NA,1667.0699666341145,24
2588,8513.75,37,92772.5,17,34,NA,NA,1910.25,30,NA,NA,1630.616928100586,23.125
2589,8513,37,92776.4,17,35,NA,NA,1912,30,NA,NA,1725.85615234375,25
2590,8513,37,92775.11111111111,17,34.888888888888886,NA,NA,1912,30,NA,NA,1689.2424452039932,24.11111111111111
2591,8513,37,92773.66666666667,17,34,NA,NA,1912,30,NA,NA,1651.4848022460938,23.666666666666668
2592,8514,37,92773.22222222222,17,34,NA,NA,1911.5555555555557,30,NA,NA,1615.0568033854167,23
2593,8513,37,92776.66666666667,17,35,NA,NA,1912,30,NA,NA,1716.716328938802,24.833333333333332
2594,8513,37,92775,17,34.666666666666664,NA,NA,1912,30,NA,NA,1675.1833089192708,24
2595,10683,46,149661,27,46,NA,NA,2475.5,40,NA,NA,2089.2130126953125,31
2596,10683,46,149654.25,27,46,NA,NA,2477,40,NA,NA,2041.6924133300781,30
2597,10683,46,149655.33333333334,27,46,NA,NA,2475.3333333333335,40,NA,NA,2080.0673828125,30.77777777777778
2598,10683,46,149653,27,46,NA,NA,2477,40,NA,NA,2028.4984944661458,30
2599,10683.61,46,149649.61,27,45.19,NA,NA,2477.65,40,NA,NA,1904.1918518066407,27.84
2600,10619.59,45.76,148986.8,26.9,44.34,NA,NA,2480.56,40,NA,NA,1764.9816967773438,25.5
2601,8513,37,92776.77777777778,17,35,NA,NA,1912,30,NA,NA,1701.8875732421875,24.444444444444443
2602,8513,37,92775,17,34.22222222222222,NA,NA,1912,30,NA,NA,1660.5855170355903,23.88888888888889
2603,8516,37,92778.66666666667,17,35,NA,NA,1912,30,NA,NA,1686.13720703125,24
2604,8516,37,92775.33333333333,17,34,NA,NA,1912,30,NA,NA,1646.3182373046875,23.5
2605,8516,37,92778.77777777778,17,34.55555555555556,NA,NA,1912,30,NA,NA,1670.4879557291667,24
2606,8516,37,92776.57142857143,17,34,NA,NA,1912,30,NA,NA,1636.4358084542412,23.142857142857142
2607,8516,37,92778.83333333333,17,34.166666666666664,NA,NA,1912,30,NA,NA,1654.7342529296875,23.666666666666668
2608,8516,37,92777.5,17,34,NA,NA,1912,30,NA,NA,1623.7814025878906,23
2609,8516,37,92776.83333333333,17,34,NA,NA,1912,30,NA,NA,1592.9760131835938,22.666666666666668
2610,8516,37,92774,17,34,NA,NA,1912,30,NA,NA,1556.1129760742188,22
2611,10683,46,149647.77777777778,27,45,NA,NA,2478,40,NA,NA,1919.970703125,28.11111111111111
2612,10683,46,149648.16666666666,27,45,NA,NA,2478,40,NA,NA,1860.318094889323,27
2613,10683,46,149649.22222222222,27,45,NA,NA,2478.3333333333335,40,NA,NA,1823.1010606553818,26.444444444444443
2614,10687,46,149651.83333333334,27,45,NA,NA,2478,40,NA,NA,1792.87451171875,26
2615,10684,46,149648.83333333334,27,45,NA,NA,2477.5,40,NA,NA,1902.7874552408855,27.666666666666668
2616,10684,46,149650,27,45,NA,NA,2477.5,40,NA,NA,1845.3591613769531,27
2617,10684,46,149650.83333333334,27,45,NA,NA,2477.8333333333335,40,NA,NA,1809.2366943359375,26
2618,10687,46,149652.5,27,44.75,NA,NA,2478,40,NA,NA,1779.7376098632812,26
2619,10684,46,149648.33333333334,27,45,NA,NA,2477,40,NA,NA,1885.0975748697917,27.555555555555557
2620,10684,46,149649.5,27,45,NA,NA,2477,40,NA,NA,1829.959228515625,26.5
2621,10684,46,149650,27,45,NA,NA,2477.1111111111113,40,NA,NA,1794.963595920139,26
2622,10687,46,149653,27,44.166666666666664,NA,NA,2478,40,NA,NA,1766.213399251302,25.666666666666668
2623,10684,46,149648,27,45,NA,NA,2476.5,40,NA,NA,1867.5767415364583,27.333333333333332
2624,10684,46,149649.25,27,45,NA,NA,2477,40,NA,NA,1814.7064514160156,26.25
2625,10684,46,149649.16666666666,27,44.666666666666664,NA,NA,2477,40,NA,NA,1780.8268636067708,26
2626,10687,46,149652,27,44,NA,NA,2478,40,NA,NA,1760.9093017578125,25
2627,10687,46,149654,27,44,NA,NA,2478,40,NA,NA,1750.2598876953125,25
2628,10687,46,149652,27,44,NA,NA,2478,40,NA,NA,1755.3189697265625,25
2629,10687,46,149654,27,44,NA,NA,2478,40,NA,NA,1744.7855224609375,25
2630,10687,46,149652.88888888888,27,44.22222222222222,NA,NA,2478,40,NA,NA,1763.0727674696182,25.444444444444443
2631,10687,46,149654.83333333334,27,44,NA,NA,2478,40,NA,NA,1733.58056640625,25
2632,10687,46,149654.66666666666,27,44,NA,NA,2478,40,NA,NA,1703.1356608072917,24.444444444444443
2633,10354.5,45,146333,26.5,43.5,NA,NA,2492,40,NA,NA,1673.1167399088542,24
2634,10687,46,149654.83333333334,27,44,NA,NA,2478,40,NA,NA,1750.6531168619792,25.166666666666668
2635,10687,46,149655,27,44,NA,NA,2478,40,NA,NA,1721.8707275390625,25
2636,10687,46,149654.33333333334,27,44,NA,NA,2478,40,NA,NA,1692.1584879557292,24.166666666666668
2637,10354.5,45,146333.25,26.5,43.5,NA,NA,2492,40,NA,NA,1662.862060546875,24
2638,10687,46,149655.22222222222,27,44,NA,NA,2478,40,NA,NA,1737.8672824435764,25
2639,10687,46,149655.5,27,44,NA,NA,2478,40,NA,NA,1709.8156331380208,24.666666666666668
2640,10687,46,149654.88888888888,27,44,NA,NA,2478,40,NA,NA,1680.8577067057292,24
2641,10354.5,45,146333.16666666666,26.5,43.5,NA,NA,2492,40,NA,NA,1652.3050333658855,23.833333333333332
2642,10687,46,149655,27,44,NA,NA,2478,40,NA,NA,1739.610595703125,25
2643,10687,46,149655.5,27,44,NA,NA,2478,40,NA,NA,1721.9228515625,25
2644,10687,46,149655,27,44,NA,NA,2478,40,NA,NA,1734.2520751953125,25
2645,10687,46,149655.5,27,44,NA,NA,2478,40,NA,NA,1716.7567138671875,25
2646,10687,46,149656.5,27,44,NA,NA,2478,40,NA,NA,1697.8757019042969,24.25
2647,10687,46,149655,27,44,NA,NA,2478,40,NA,NA,1669.6649169921875,24
2648,10354.5,45,146333.75,26.5,43.5,NA,NA,2492,40,NA,NA,1641.848876953125,23.25
2649,8516,37,92778.27884615384,17,34,NA,NA,1911.9903846153845,30,NA,NA,1587.2154681865986,22.53846153846154
2650,10683,46,149656.33333333334,27,46.833333333333336,NA,NA,2476.5,40,NA,NA,2169.5203450520835,32.166666666666664
2651,10683,46,149651.55555555556,27,46.111111111111114,NA,NA,2476,40,NA,NA,2118.667914496528,31.444444444444443
2652,10686,46,149654.25,27,46.25,NA,NA,2479,40,NA,NA,2137.6444091796875,31.75
2653,10688.5,46,149652.83333333334,27,46,NA,NA,2478,40,NA,NA,2089.0821533203125,31
2654,10687.5,46,149652.5,27,46,NA,NA,2478.6666666666665,40,NA,NA,2105.8223876953125,31.166666666666668
2655,10691,46,149652.88888888888,27,46,NA,NA,2479,40,NA,NA,2059.5463053385415,30.444444444444443
2656,10687.5,46,149651.25,27,46,NA,NA,2478.75,40,NA,NA,2074.4224243164062,30.75
2657,10691,46,149649.33333333334,27,46,NA,NA,2478.1666666666665,40,NA,NA,2030.4022013346355,30
2658,10687.38,46,149646.99,27,45.45,NA,NA,2476.89,40,NA,NA,1951.8309399414063,28.66
2659,10686.17,46,149649.35,27,44.43,NA,NA,2477.29,40,NA,NA,1771.8004016113282,25.62
2660,10687,46,149654.5,27,44,NA,NA,2478,40,NA,NA,1726.8568115234375,25
2661,10687,46,149655,27,44,NA,NA,2478,40,NA,NA,1709.6270446777344,24.75
2662,10687,46,149654,27,44,NA,NA,2478,40,NA,NA,1718.7625732421875,25
2663,10687,46,149653.5,27,44,NA,NA,2478,40,NA,NA,1701.8233642578125,24.5
2664,10687,46,149654.33333333334,27,44,NA,NA,2478,40,NA,NA,1686.121337890625,24
2665,10687,46,149654,27,44,NA,NA,2478,40,NA,NA,1658.6460367838542,23.88888888888889
2666,10354.5,45,146332.66666666666,26.5,43.333333333333336,NA,NA,2492,40,NA,NA,1631.555196126302,23
2667,10687,46,149652.83333333334,27,44,NA,NA,2478,40,NA,NA,1700.0872802734375,24.333333333333332
2668,10687,46,149653,27,44,NA,NA,2478,40,NA,NA,1681.628662109375,24
2669,10687,46,149654,27,44,NA,NA,2478,40,NA,NA,1671.2989501953125,24
2670,10687,46,149655,27,44,NA,NA,2478,40,NA,NA,1677.0360107421875,24
2671,10687,46,149656,27,44,NA,NA,2478,40,NA,NA,1666.8153076171875,24
2672,10687,46,149654.5,27,44,NA,NA,2478,40,NA,NA,1647.4657592773438,23.5
2673,10354.5,45,146332.5,26.5,43,NA,NA,2492,40,NA,NA,1621.1107788085938,23
2674,10687,46,149651.88888888888,27,44,NA,NA,2478,40,NA,NA,1687.4591064453125,24
2675,10687,46,149655.33333333334,27,44,NA,NA,2478,40,NA,NA,1662.288330078125,24
2676,10687,46,149657.5,27,44,NA,NA,2478,40,NA,NA,1648.3540649414062,24
2677,10687,46,149656,27,44,NA,NA,2478,40,NA,NA,1633.6368103027344,23
2678,10687,46,149657,27,44,NA,NA,2478,40,NA,NA,1641.4710693359375,23
2679,10687,46,149656,27,44,NA,NA,2478,40,NA,NA,1627.0062866210938,23
2680,10354.5,45,146334.16666666666,26.5,43,NA,NA,2492,40,NA,NA,1610.6839192708333,23
2681,10687,46,149650,27,44,NA,NA,2478,40,NA,NA,1671.7373504638672,24
2682,10687,46,149651.5,27,44,NA,NA,2478,40,NA,NA,1648.0591227213542,23.666666666666668
2683,10687,46,149651.88888888888,27,44,NA,NA,2478,40,NA,NA,1622.9654947916667,23
2684,10687,46,149652,27,44,NA,NA,2478,40,NA,NA,1607.7647705078125,23
2685,10022,44,143011,26,42,NA,NA,2506,40,NA,NA,1597.2890625,23
2686,10687,46,149650.5,27,44,NA,NA,2478,40,NA,NA,1601.2136840820312,23
2687,10022,44,143010.5,26,42,NA,NA,2506,40,NA,NA,1590.92822265625,23
2688,8516,37,92774.77777777778,17,34,NA,NA,1911.9074074074074,30,NA,NA,1553.5633884006077,21.935185185185187
2689,10683,46,149646.77777777778,27,46.333333333333336,NA,NA,2475.222222222222,40,NA,NA,2137.127251519097,31.77777777777778
2690,10683,46,149646.33333333334,27,46,NA,NA,2476.5555555555557,40,NA,NA,2092.1177029079863,31
2691,10683,46,149646.16666666666,27,46,NA,NA,2476,40,NA,NA,2095.670857747396,31
2692,10683,46,149644.83333333334,27,46,NA,NA,2476.8333333333335,40,NA,NA,2053.4080403645835,30.166666666666668
2693,10687.5,46,149647.5,27,46,NA,NA,2478,40,NA,NA,2042.397928873698,30.166666666666668
2694,10691,46,149648.11111111112,27,46,NA,NA,2478,40,NA,NA,2000.678493923611,29.444444444444443
2695,10686.25,46,149646.25,27,46,NA,NA,2477.75,40,NA,NA,2010.2330017089844,29.75
