aphia_id,ds_key,lyr_key,path_tif,category,rl_score,url,scientificname,authority,status,unacceptreason,taxon_rank_id,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,family,genus,citation,lsid,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type,modified
105847,am,am_105847,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105847.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105847,Rhincodon typus,"Smith, 1828",accepted,NA,220,Species,105847,Rhincodon typus,"Smith, 1828",105749,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Rhincodon typus Smith, 1828. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105847 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105847,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
105848,am,am_105848,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105848.tif,CR,4,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105848,Pristis pectinata,"Latham, 1794",accepted,NA,220,Species,105848,Pristis pectinata,"Latham, 1794",105750,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Pristis pectinata Latham, 1794. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105848 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105848,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
105849,am,am_105849,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105849.tif,CR,4,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105849,Pristis pristis,"(Linnaeus, 1758)",accepted,NA,220,Species,105849,Pristis pristis,"(Linnaeus, 1758)",105750,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Pristis pristis (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105849 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105849,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
105856,am,am_105856,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105856.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105856,Gymnura altavela,"(Linnaeus, 1758)",accepted,NA,220,Species,105856,Gymnura altavela,"(Linnaeus, 1758)",105754,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Gymnuridae,Gymnura,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Gymnura altavela (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105856 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105856,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
105858,oh,oh_105858,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_oh/oh_105858.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105858,Mobula mobular,"(Bonnaterre, 1788)",accepted,NA,220,Species,105858,Mobula mobular,"(Bonnaterre, 1788)",105756,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Mobula mobular (Bonnaterre, 1788). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105858 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105858,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
105859,am,am_105859,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105859.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105859,Mobula tarapacana,"(Philippi, 1892)",accepted,NA,220,Species,105859,Mobula tarapacana,"(Philippi, 1892)",105756,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Mobula tarapacana (Philippi, 1892). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105859 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105859,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
105865,am,am_105865,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105865.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105865,Amblyraja radiata,"(Donovan, 1808)",accepted,NA,220,Species,105865,Amblyraja radiata,"(Donovan, 1808)",105760,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Amblyraja radiata (Donovan, 1808). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105865 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105865,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
105868,am,am_105868,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105868.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105868,Bathyraja spinicauda,"(Jensen, 1914)",accepted,NA,220,Species,105868,Bathyraja spinicauda,"(Jensen, 1914)",105761,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathyraja spinicauda (Jensen, 1914). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105868 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105868,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
105907,am,am_105907,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105907.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105907,Centroscymnus coelolepis,"Barbosa du Bocage & de Brito Capello, 1864",accepted,NA,220,Species,105907,Centroscymnus coelolepis,"Barbosa du Bocage & de Brito Capello, 1864",105773,Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Centroscymnus coelolepis Barbosa du Bocage & de Brito Capello, 1864. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105907 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105907,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
105910,am,am_105910,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105910.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105910,Dalatias licha,"(Bonnaterre, 1788)",accepted,NA,220,Species,105910,Dalatias licha,"(Bonnaterre, 1788)",105774,Animalia,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,Dalatias,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Dalatias licha (Bonnaterre, 1788). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105910 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105910,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
105922,am,am_105922,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105922.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105922,Echinorhinus brucus,"(Bonnaterre, 1788)",accepted,NA,220,Species,105922,Echinorhinus brucus,"(Bonnaterre, 1788)",105781,Animalia,Chordata,Elasmobranchii,Echinorhiniformes,Echinorhinidae,Echinorhinus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Echinorhinus brucus (Bonnaterre, 1788). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105922 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105922,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
105923,am,am_105923,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105923.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105923,Squalus acanthias,"Linnaeus, 1758",accepted,NA,220,Species,105923,Squalus acanthias,"Linnaeus, 1758",105782,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Squalus acanthias Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105923 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105923,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
126950,am,am_126950,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_126950.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126950,Makaira nigricans,"Lacepède, 1802",accepted,NA,220,Species,126950,Makaira nigricans,"Lacepède, 1802",126013,Animalia,Chordata,Actinopteri,Carangiformes,Istiophoridae,Makaira,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Makaira nigricans Lacepède, 1802. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126950 on 2022-11-16",urn:lsid:marinespecies.org:taxname:126950,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
127028,am,am_127028,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_127028.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127028,Thunnus obesus,"(Lowe, 1839)",accepted,NA,220,Species,127028,Thunnus obesus,"(Lowe, 1839)",126065,Animalia,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Thunnus obesus (Lowe, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127028 on 2022-11-16",urn:lsid:marinespecies.org:taxname:127028,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
127252,am,am_127252,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_127252.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127252,Sebastes fasciatus,"Storer, 1854",accepted,NA,220,Species,127252,Sebastes fasciatus,"Storer, 1854",126175,Animalia,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Sebastes fasciatus Storer, 1854. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127252 on 2022-11-16",urn:lsid:marinespecies.org:taxname:127252,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
127397,am,am_127397,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_127397.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127397,Balistes vetula,"Linnaeus, 1758",accepted,NA,220,Species,127397,Balistes vetula,"Linnaeus, 1758",126228,Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Balistes,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Balistes vetula Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127397 on 2022-11-16",urn:lsid:marinespecies.org:taxname:127397,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
127405,am,am_127405,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_127405.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127405,Mola mola,"(Linnaeus, 1758)",accepted,NA,220,Species,127405,Mola mola,"(Linnaeus, 1758)",126233,Animalia,Chordata,Actinopteri,Tetraodontiformes,Molidae,Mola,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Mola mola (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127405 on 2022-11-16",urn:lsid:marinespecies.org:taxname:127405,1,0,0,0,NA,exact,2021-12-07T22:23:16.560Z
137077,am,am_137077,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_137077.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137077,Odobenus rosmarus,"(Linnaeus, 1758)",accepted,NA,220,Species,137077,Odobenus rosmarus,"(Linnaeus, 1758)",137005,Animalia,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,"WoRMS (2022). Odobenus rosmarus (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137077 on 2022-11-16",urn:lsid:marinespecies.org:taxname:137077,1,NA,NA,NA,NA,exact,2018-11-08T10:59:54.507Z
137078,am,am_137078,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_137078.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137078,Cystophora cristata,"(Erxleben, 1777)",accepted,NA,220,Species,137078,Cystophora cristata,"(Erxleben, 1777)",137006,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,"WoRMS (2022). Cystophora cristata (Erxleben, 1777). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137078 on 2022-11-16",urn:lsid:marinespecies.org:taxname:137078,1,NA,NA,NA,NA,exact,2010-05-20T10:09:49.870Z
137088,oh,oh_137088,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_oh/oh_137088.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137088,Balaenoptera borealis,"Lesson, 1828",accepted,NA,220,Species,137088,Balaenoptera borealis,"Lesson, 1828",137013,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,"Perrin, W.F. (2022). World Cetacea Database. Balaenoptera borealis Lesson, 1828. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137088 on 2022-11-16",urn:lsid:marinespecies.org:taxname:137088,1,NA,NA,NA,NA,exact,2008-08-20T11:25:36.853Z
137090,oh,oh_137090,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_oh/oh_137090.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137090,Balaenoptera musculus,"(Linnaeus, 1758)",accepted,NA,220,Species,137090,Balaenoptera musculus,"(Linnaeus, 1758)",137013,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,"Perrin, W.F. (2022). World Cetacea Database. Balaenoptera musculus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137090 on 2022-11-16",urn:lsid:marinespecies.org:taxname:137090,1,NA,NA,NA,NA,exact,2008-08-20T11:25:36.853Z
137104,oh,oh_137104,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_oh/oh_137104.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137104,Pseudorca crassidens,"(Owen, 1846)",accepted,NA,220,Species,137104,Pseudorca crassidens,"(Owen, 1846)",137023,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Pseudorca,"Perrin, W.F. (2022). World Cetacea Database. Pseudorca crassidens (Owen, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137104 on 2022-11-16",urn:lsid:marinespecies.org:taxname:137104,1,NA,NA,NA,NA,exact,2008-08-20T11:25:36.853Z
137206,oh,oh_137206,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_oh/oh_137206.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137206,Chelonia mydas,"(Linnaeus, 1758)",accepted,NA,220,Species,137206,Chelonia mydas,"(Linnaeus, 1758)",137067,Animalia,Chordata,NA,Testudines,Cheloniidae,Chelonia,"Uetz, P. (ed.) (2022). The Reptile Database. Chelonia mydas (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137206 on 2022-11-16",urn:lsid:marinespecies.org:taxname:137206,1,NA,NA,NA,NA,exact,2019-09-09T20:15:59.473Z
105799,am,am_105799,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105799.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105799,Galeocerdo cuvier,"(Péron & Lesueur, 1822)",accepted,NA,220,Species,105799,Galeocerdo cuvier,"(Péron & Lesueur, 1822)",105720,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Galeocerdo,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Galeocerdo cuvier (Péron & Lesueur, 1822). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105799 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105799,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
105800,am,am_105800,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105800.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105800,Negaprion brevirostris,"(Poey, 1868)",accepted,NA,220,Species,105800,Negaprion brevirostris,"(Poey, 1868)",105721,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Negaprion brevirostris (Poey, 1868). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105800 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105800,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
105817,am,am_105817,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105817.tif,CR,4,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105817,Sphyrna mokarran,"(Rüppell, 1837)",accepted,NA,220,Species,105817,Sphyrna mokarran,"(Rüppell, 1837)",105730,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Sphyrna mokarran (Rüppell, 1837). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105817 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105817,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
105819,am,am_105819,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105819.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105819,Sphyrna zygaena,"(Linnaeus, 1758)",accepted,NA,220,Species,105819,Sphyrna zygaena,"(Linnaeus, 1758)",105730,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Sphyrna zygaena (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105819 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105819,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
105919,am,am_105919,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_105919.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105919,Somniosus microcephalus,"(Bloch & Schneider, 1801)",accepted,NA,220,Species,105919,Somniosus microcephalus,"(Bloch & Schneider, 1801)",105779,Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Somniosus microcephalus (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105919 on 2022-11-16",urn:lsid:marinespecies.org:taxname:105919,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
126430,am,am_126430,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_126430.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126430,Megalops atlanticus,"Valenciennes, 1847",accepted,NA,220,Species,126430,Megalops atlanticus,"Valenciennes, 1847",125726,Animalia,Chordata,Actinopteri,Elopiformes,Megalopidae,Megalops,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Megalops atlanticus Valenciennes, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126430 on 2022-11-16",urn:lsid:marinespecies.org:taxname:126430,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
126436,am,am_126436,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_126436.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126436,Gadus morhua,"Linnaeus, 1758",accepted,NA,220,Species,126436,Gadus morhua,"Linnaeus, 1758",125732,Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Gadus morhua Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126436 on 2022-11-16",urn:lsid:marinespecies.org:taxname:126436,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
127138,am,am_127138,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_127138.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127138,Hippoglossus hippoglossus,"(Linnaeus, 1758)",accepted,NA,220,Species,127138,Hippoglossus hippoglossus,"(Linnaeus, 1758)",126116,Animalia,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Hippoglossus hippoglossus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127138 on 2022-11-16",urn:lsid:marinespecies.org:taxname:127138,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
137119,oh,oh_137119,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_oh/oh_137119.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137119,Physeter macrocephalus,"Linnaeus, 1758",accepted,NA,220,Species,137119,Physeter macrocephalus,"Linnaeus, 1758",137032,Animalia,Chordata,Mammalia,Cetartiodactyla,Physeteridae,Physeter,"Perrin, W.F. (2022). World Cetacea Database. Physeter macrocephalus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137119 on 2022-11-16",urn:lsid:marinespecies.org:taxname:137119,1,NA,NA,NA,NA,exact,2009-01-06T23:07:05.240Z
137207,oh,oh_137207,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_oh/oh_137207.tif,CR,4,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137207,Eretmochelys imbricata,"(Linnaeus, 1766)",accepted,NA,220,Species,137207,Eretmochelys imbricata,"(Linnaeus, 1766)",137068,Animalia,Chordata,NA,Testudines,Cheloniidae,Eretmochelys,"Uetz, P. (ed.) (2022). The Reptile Database. Eretmochelys imbricata (Linnaeus, 1766). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137207 on 2022-11-16",urn:lsid:marinespecies.org:taxname:137207,1,NA,NA,NA,NA,exact,2019-09-16T06:11:02.890Z
137208,gm,gm_137208,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/gm_137208.tif,CR,4,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137208,Lepidochelys kempii,"Garman, 1880",accepted,NA,220,Species,137208,Lepidochelys kempii,"Garman, 1880",137069,Animalia,Chordata,NA,Testudines,Cheloniidae,Lepidochelys,"Uetz, P. (ed.) (2022). The Reptile Database. Lepidochelys kempii Garman, 1880. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137208 on 2022-11-16",urn:lsid:marinespecies.org:taxname:137208,1,NA,NA,NA,NA,exact,2019-09-16T06:11:02.890Z
137209,oh,oh_137209,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_oh/oh_137209.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137209,Dermochelys coriacea,"(Vandelli, 1761)",accepted,NA,220,Species,137209,Dermochelys coriacea,"(Vandelli, 1761)",137070,Animalia,Chordata,NA,Testudines,Dermochelyidae,Dermochelys,"Uetz, P. (ed.) (2022). The Reptile Database. Dermochelys coriacea (Vandelli, 1761). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137209 on 2022-11-16",urn:lsid:marinespecies.org:taxname:137209,1,NA,NA,NA,NA,exact,2018-09-21T14:00:23.180Z
150514,am,am_150514,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_150514.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=150514,Limulus polyphemus,"(Linnaeus, 1758)",accepted,NA,220,Species,150514,Limulus polyphemus,"(Linnaeus, 1758)",150512,Animalia,Arthropoda,Merostomata,Xiphosurida,Limulidae,Limulus,"WoRMS (2022). Limulus polyphemus (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=150514 on 2022-11-16",urn:lsid:marinespecies.org:taxname:150514,1,NA,NA,NA,NA,exact,2010-02-19T16:39:15.683Z
151802,am,am_151802,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_151802.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=151802,Acipenser oxyrinchus,"Mitchill, 1815",accepted,NA,220,Species,151802,Acipenser oxyrinchus,"Mitchill, 1815",125618,Animalia,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Acipenser oxyrinchus Mitchill, 1815. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=151802 on 2022-11-16",urn:lsid:marinespecies.org:taxname:151802,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
157866,am,am_157866,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_157866.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=157866,Narcine brasiliensis,"(Olfers, 1831)",accepted,NA,220,Species,157866,Narcine brasiliensis,"(Olfers, 1831)",157865,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae,Narcine,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Narcine brasiliensis (Olfers, 1831). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=157866 on 2022-11-16",urn:lsid:marinespecies.org:taxname:157866,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
157869,am,am_157869,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_157869.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=157869,Acipenser brevirostrum,"Lesueur, 1818",accepted,NA,220,Species,157869,Acipenser brevirostrum,"Lesueur, 1818",125618,Animalia,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Acipenser brevirostrum Lesueur, 1818. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=157869 on 2022-11-16",urn:lsid:marinespecies.org:taxname:157869,1,1,1,0,NA,exact,2017-08-18T10:28:24.920Z
