title
Avian Higher Collision Sensitivity Abundance
Avian Higher Collision Sensitivity Species Richness
Avian Higher Displacement Sensitivity Abundance
Avian Higher Displacement Sensitivity Species Richness
Avian Species Richness
Avian Total Relative Abundance
Hawaii Brown Booby - Predicted Relative Abundance Aug - Oct
Hawaii Brown Booby - Presences Aug - Oct
Hawaii Wedge-tailed Shearwater - Predicted Relative Abundance Aug - Oct
Hawaii Wedge-tailed Shearwater - Presences Aug - Oct
Individual Avian Species Abundance Models
PaCSEA Seabird Density - All Surveys 2011-2012 Birds/km2
PaCSEA Seabird Density - Feb 2012 Birds/km2
PaCSEA Seabird Density - Jan 2011 Birds/km2
PaCSEA Seabird Density - July 2012 Birds/km2
PaCSEA Seabird Density - June 2011 Birds/km2
PaCSEA Seabird Density - Oct 2011 Birds/km2
PaCSEA Seabird Density - Sept 2012 Birds/km2
PaCSEA Seabird Density 7km - Original 2011-2012
